image,caption,predicted_emotion,confidence,prob_joy,prob_sadness,prob_anger,prob_fear,prob_love,prob_surprise
1007320043_627395c3d8.jpg,The small child climbs on a red ropes on a playground .,sadness,0.67345285,0.17068814,0.67345285,0.0919789,0.042587828,0.019512862,0.0017793649
1009434119_febe49276a.jpg,A black and white dog is running in a grassy garden surrounded by a white fence .,sadness,0.8989696,0.07028291,0.8989696,0.0137990955,0.007896159,0.008909416,0.00014289861
1009434119_febe49276a.jpg,A black and white dog is running through the grass .,sadness,0.9654795,0.023386205,0.9654795,0.00521342,0.0029289322,0.0029723875,1.9597157e-05
1009434119_febe49276a.jpg,A Boston terrier is running in the grass .,anger,0.81584597,0.03204571,0.04361993,0.81584597,0.06653175,0.036140997,0.005815594
1009434119_febe49276a.jpg,A Boston Terrier is running on lush green grass in front of a white fence .,joy,0.9347058,0.9347058,0.05236971,0.0048806714,0.0033441447,0.0045619393,0.00013768428
1009434119_febe49276a.jpg,A dog runs on the green grass near a wooden fence .,sadness,0.79248255,0.06953234,0.79248255,0.091687165,0.034933787,0.010351586,0.0010124649
1012212859_01547e3f17.jpg,"A dog shakes its head near the shore , a red ball next to it .",joy,0.9918127,0.9918127,0.0068758074,0.0008024999,0.000268603,0.00023836861,2.0133366e-06
1012212859_01547e3f17.jpg,A white dog shakes on the edge of a beach with an orange ball .,joy,0.6991171,0.6991171,0.2403309,0.025356017,0.016236294,0.017263915,0.0016957646
1012212859_01547e3f17.jpg,"Dog with orange ball at feet , stands on shore shaking off water",joy,0.793957,0.793957,0.16134273,0.017979631,0.012022976,0.013432714,0.001264932
1012212859_01547e3f17.jpg,White dog playing with a red ball on the shore near the water .,joy,0.993112,0.993112,0.0058386214,0.0006567196,0.00020618322,0.00018500519,1.2893057e-06
1012212859_01547e3f17.jpg,White dog with brown ears standing near water with head turned to one side .,joy,0.9851961,0.9851961,0.011977681,0.0015885564,0.0006618363,0.00056650286,9.239887e-06
1015118661_980735411b.jpg,A boy smiles in front of a stony wall in a city .,sadness,0.8147435,0.03341939,0.8147435,0.10406556,0.038689934,0.008045391,0.0010363341
1015118661_980735411b.jpg,A little boy is standing on the street while a man in overalls is working on a stone wall .,joy,0.52338374,0.52338374,0.38909128,0.038894113,0.021730393,0.025142312,0.0017582116
1015118661_980735411b.jpg,A young boy runs aross the street .,sadness,0.48804936,0.06735819,0.48804936,0.19549482,0.19329654,0.031765945,0.02403519
1015118661_980735411b.jpg,A young child is walking on a stone paved street with a metal pole and a man behind him .,joy,0.9847018,0.9847018,0.012770038,0.0010816582,0.00063251366,0.000806215,7.795908e-06
1015118661_980735411b.jpg,Smiling boy in white shirt and blue jeans in front of rock wall with man in overalls behind him .,joy,0.89214987,0.89214987,0.083565325,0.0089980755,0.006468178,0.008376497,0.00044200785
1015584366_dfcec3c85a.jpg,A black dog leaps over a log .,joy,0.6576391,0.6576391,0.22952482,0.051458154,0.035743833,0.023134444,0.0024996824
1015584366_dfcec3c85a.jpg,A grey dog is leaping over a fallen tree .,joy,0.47870138,0.47870138,0.3552115,0.07869622,0.050089262,0.033908132,0.0033934717
1015584366_dfcec3c85a.jpg,A large black dog leaps a fallen log .,joy,0.9961507,0.9961507,0.0033574183,0.0002936137,9.1875474e-05,0.000105895364,3.216507e-07
1015584366_dfcec3c85a.jpg,A mottled black and grey dog in a blue collar jumping over a fallen tree .,joy,0.66600424,0.66600424,0.26692975,0.028108794,0.017659225,0.019458761,0.0018392954
1015584366_dfcec3c85a.jpg,The black dog jumped the tree stump .,sadness,0.7804571,0.03966329,0.7804571,0.1176167,0.049519956,0.010899634,0.0018432543
101654506_8eb26cfb60.jpg,A brown and white dog is running through the snow .,joy,0.9888446,0.9888446,0.009429557,0.0007874922,0.00041786363,0.0005166229,3.856194e-06
101654506_8eb26cfb60.jpg,A dog is running in the snow,joy,0.997505,0.997505,0.0022087558,0.0002008471,4.336914e-05,4.1828902e-05,9.431482e-08
101654506_8eb26cfb60.jpg,A dog running through snow .,joy,0.9964483,0.9964483,0.0031036604,0.00030353645,7.450579e-05,6.9866204e-05,2.3293606e-07
101654506_8eb26cfb60.jpg,a white and brown dog is running through a snow covered field .,joy,0.99032056,0.99032056,0.008049797,0.0009738681,0.00034734243,0.00030544391,3.109791e-06
101654506_8eb26cfb60.jpg,The white and brown dog is running over the surface of the snow .,joy,0.99512225,0.99512225,0.004204721,0.00043953018,0.00012143417,0.000111467525,5.2915846e-07
101669240_b2d3e7f17b.jpg,A man in a hat is displaying pictures next to a skier in a blue hat .,joy,0.93389946,0.93389946,0.05297889,0.004953204,0.003395604,0.0046316874,0.0001413225
101669240_b2d3e7f17b.jpg,A man skis past another man displaying paintings in the snow .,joy,0.99619186,0.99619186,0.0033183598,0.00032929506,8.2873274e-05,7.7278964e-05,2.7830663e-07
101669240_b2d3e7f17b.jpg,A person wearing skis looking at framed pictures set up in the snow .,joy,0.99758005,0.99758005,0.0021449232,0.00019154602,4.1929547e-05,4.1321e-05,8.809142e-08
101669240_b2d3e7f17b.jpg,A skier looks at framed pictures in the snow next to trees .,joy,0.99749714,0.99749714,0.0022155019,0.00020160835,4.3587726e-05,4.203436e-05,9.512434e-08
101669240_b2d3e7f17b.jpg,Man on skis looking at artwork for sale in the snow,joy,0.99648464,0.99648464,0.0030731522,0.00030002656,7.3279516e-05,6.871787e-05,2.2647504e-07
1016887272_03199f49c4.jpg,A collage of one person climbing a cliff .,joy,0.99741936,0.99741936,0.0022820379,0.00020894974,4.564746e-05,4.3883203e-05,1.02685966e-07
1016887272_03199f49c4.jpg,A group of people are rock climbing on a rock climbing wall .,joy,0.98734736,0.98734736,0.010649859,0.0008875742,0.00049523683,0.0006148827,5.0949507e-06
1016887272_03199f49c4.jpg,A group of people climbing a rock while one man belays,joy,0.9815389,0.9815389,0.015388797,0.001297843,0.00076892605,0.0009946799,1.0809697e-05
1016887272_03199f49c4.jpg,Seven climbers are ascending a rock face whilst another man stands holding the rope .,sadness,0.9484082,0.034374975,0.9484082,0.007928722,0.0046060467,0.0046360255,4.6163128e-05
1016887272_03199f49c4.jpg,Several climbers in a row are climbing the rock while the man in red watches and holds the line .,joy,0.99495053,0.99495053,0.0043461854,0.0004576567,0.00012795608,0.00011709146,5.774075e-07
1019077836_6fc9b15408.jpg,A brown dog chases the water from a sprinkler on a lawn .,joy,0.65506095,0.65506095,0.23121819,0.051886294,0.036017843,0.023290597,0.0025260798
1019077836_6fc9b15408.jpg,a brown dog plays with the hose .,sadness,0.84355444,0.03548628,0.84355444,0.08589921,0.02825141,0.006247606,0.0005611371
1019077836_6fc9b15408.jpg,A brown dog running on a lawn near a garden hose,joy,0.9790773,0.9790773,0.016489422,0.0023582152,0.0011161851,0.0009364859,2.2418983e-05
1019077836_6fc9b15408.jpg,A dog is playing with a hose .,joy,0.9234827,0.9234827,0.055924095,0.009490808,0.0059078597,0.0049162516,0.00027819688
1019077836_6fc9b15408.jpg,Large brown dog running away from the sprinkler in the grass .,anger,0.9804003,0.0060888575,0.0069240606,0.9804003,0.001282116,0.005300504,4.0466916e-06
1019604187_d087bf9a5f.jpg,A dog prepares to catch a thrown object in a field with nearby cars .,joy,0.98665255,0.98665255,0.0108766835,0.0014104242,0.00056579226,0.0004874477,7.085527e-06
1019604187_d087bf9a5f.jpg,A white dog is about to catch a yellow ball in its mouth .,joy,0.7458526,0.7458526,0.17281263,0.036781326,0.025773222,0.01716756,0.0016125678
1019604187_d087bf9a5f.jpg,A white dog is about to catch a yellow dog toy .,sadness,0.48042068,0.34473374,0.48042068,0.08885602,0.049636975,0.03342219,0.0029303234
1019604187_d087bf9a5f.jpg,A white dog is ready to catch a yellow ball flying through the air .,joy,0.9969029,0.9969029,0.0027208256,0.00025864792,6.032295e-05,5.711289e-05,1.6348469e-07
1019604187_d087bf9a5f.jpg,A white dog running after a yellow ball,joy,0.65038645,0.65038645,0.2343142,0.052661046,0.036502846,0.023563042,0.0025725414
1020651753_06077ec457.jpg,a black and white dog jumping in the air to get a toy .,sadness,0.8775662,0.087883405,0.8775662,0.015428234,0.008653361,0.010291289,0.00017744018
1020651753_06077ec457.jpg,A black and white dog jumps up towards a yellow toy .,sadness,0.89701056,0.07410092,0.89701056,0.013025251,0.0070709223,0.008670559,0.00012174807
1020651753_06077ec457.jpg,A dog leaps to catch a ball in a field .,sadness,0.79621464,0.066702224,0.79621464,0.09147783,0.034556165,0.010065264,0.0009838114
1020651753_06077ec457.jpg,A white dog is trying to catch a ball in midair over a grassy field .,joy,0.9970709,0.9970709,0.0025784965,0.00024231951,5.53671e-05,5.2641848e-05,1.4164105e-07
1020651753_06077ec457.jpg,The white dog is playing in a green field with a yellow toy .,sadness,0.757586,0.09790273,0.757586,0.09231681,0.037935697,0.01298644,0.0012723424
1022454332_6af2c1449a.jpg,A child and a woman are at waters edge in a big city .,sadness,0.7067425,0.051418904,0.7067425,0.1437984,0.07548098,0.017726533,0.004832802
1022454332_6af2c1449a.jpg,a large lake with a lone duck swimming in it with several people around the edge of it .,surprise,0.6089829,0.076831825,0.028858352,0.033355303,0.20122138,0.050750256,0.6089829
1022454332_6af2c1449a.jpg,A little boy at a lake watching a duck .,fear,0.45309472,0.073365666,0.07219488,0.09439582,0.45309472,0.042056885,0.264892
1022454332_6af2c1449a.jpg,A young boy waves his hand at the duck in the water surrounded by a green park .,fear,0.53867096,0.064401425,0.08379241,0.11088249,0.53867096,0.034909073,0.16734365
1022454332_6af2c1449a.jpg,"Two people are at the edge of a lake , facing the water and the city skyline .",surprise,0.70421016,0.07283006,0.019223327,0.02122444,0.1336638,0.048848204,0.70421016
1022454428_b6b660a67b.jpg,"A couple and an infant , being held by the male , sitting next to a pond with a near by stroller .",love,0.8532788,0.1311392,0.004536155,0.007815407,0.0028025452,0.8532788,0.0004278001
1022454428_b6b660a67b.jpg,A couple sit on the grass with a baby and stroller .,joy,0.8889671,0.8889671,0.08769588,0.009002075,0.0061243917,0.007821907,0.0003886731
1022454428_b6b660a67b.jpg,A couple with their newborn baby sitting under a tree facing a lake .,joy,0.923574,0.923574,0.055868845,0.009478271,0.005896524,0.004905139,0.00027725523
1022454428_b6b660a67b.jpg,A man and woman care for an infant along the side of a body of water .,sadness,0.8229709,0.048180122,0.8229709,0.08884823,0.031298324,0.007946326,0.0007560047
1022454428_b6b660a67b.jpg,Couple with a baby sit outdoors next to their stroller .,joy,0.89832413,0.89832413,0.08099244,0.008058463,0.0053663226,0.006952092,0.00030664413
1022975728_75515238d8.jpg,A black dog running in the surf .,joy,0.6674309,0.6674309,0.22311607,0.049832042,0.034692615,0.022530284,0.0023982113
1022975728_75515238d8.jpg,A black lab with tags frolicks in the water .,love,0.8950965,0.09774723,0.0021077879,0.004074856,0.00091085106,0.8950965,6.272196e-05
1022975728_75515238d8.jpg,A dog splashes in the water,joy,0.47775877,0.47775877,0.35600102,0.07885559,0.05009505,0.03390553,0.0033841047
1022975728_75515238d8.jpg,The black dog runs through the water .,sadness,0.85028446,0.031863004,0.85028446,0.084617704,0.027042909,0.005698754,0.00049310585
1022975728_75515238d8.jpg,This is a black dog splashing in the water .,joy,0.9922162,0.9922162,0.006659728,0.0005603619,0.00025228888,0.0003096717,1.6930428e-06
102351840_323e3de834.jpg,A man drilling a hole in the ice .,sadness,0.7416045,0.11189595,0.7416045,0.091935,0.0390127,0.014168964,0.0013830011
102351840_323e3de834.jpg,A man is drilling through the frozen ice of a pond .,joy,0.48749143,0.48749143,0.34880623,0.07705858,0.049634602,0.03360225,0.0034069372
102351840_323e3de834.jpg,A person in the snow drilling a hole in the ice .,joy,0.99611235,0.99611235,0.0033846588,0.0003373267,8.563047e-05,7.979682e-05,2.942057e-07
102351840_323e3de834.jpg,A person standing on a frozen lake .,surprise,0.3993361,0.07985794,0.053477027,0.065501206,0.35360786,0.048219915,0.3993361
102351840_323e3de834.jpg,Two men are ice fishing .,joy,0.9706829,0.9706829,0.022661291,0.003378282,0.0017723117,0.0014578883,4.7323276e-05
1024138940_f1fefbdce1.jpg,Two different breeds of brown and white dogs play on the beach .,surprise,0.74093616,0.08145238,0.015042741,0.014245109,0.0917196,0.056603998,0.74093616
1024138940_f1fefbdce1.jpg,Two dogs are making a turn on a soft sand beach .,sadness,0.6083975,0.22864604,0.6083975,0.09142023,0.045132734,0.024270691,0.0021327876
1024138940_f1fefbdce1.jpg,Two dogs playing in the sand at the beach .,joy,0.99771655,0.99771655,0.0020288562,0.00017894426,3.803873e-05,3.7408514e-05,7.441817e-08
1024138940_f1fefbdce1.jpg,Two dogs playing together on a beach .,joy,0.97849965,0.97849965,0.016908715,0.0024326835,0.0011621261,0.00097287755,2.3992772e-05
1024138940_f1fefbdce1.jpg,Two large tan dogs play along a sandy beach .,fear,0.49436495,0.06965038,0.078901686,0.10465675,0.49436495,0.03865705,0.21376911
102455176_5f8ead62d5.jpg,A man uses ice picks and crampons to scale ice .,fear,0.46973792,0.071882255,0.07514215,0.09919793,0.46973792,0.04064487,0.24339491
102455176_5f8ead62d5.jpg,an ice climber in a blue jacket and black pants is scaling a frozen ice wall .,joy,0.99746907,0.99746907,0.002239042,0.00019845308,4.6248002e-05,4.710043e-05,1.0269049e-07
102455176_5f8ead62d5.jpg,An ice climber scaling a frozen waterfall .,joy,0.6315088,0.6315088,0.2474328,0.05546269,0.038253635,0.024581376,0.002760759
102455176_5f8ead62d5.jpg,A person in blue and red ice climbing with two picks .,joy,0.9715521,0.9715521,0.022043072,0.0032647424,0.0016999035,0.0013960999,4.4073073e-05
102455176_5f8ead62d5.jpg,Climber climbing an ice wall,joy,0.98172694,0.98172694,0.015240953,0.0012835155,0.0007583582,0.0009797983,1.0551064e-05
1026685415_0431cbf574.jpg,A black dog carries a green toy in his mouth as he walks through the grass .,sadness,0.9709602,0.014517587,0.9709602,0.0054940376,0.00563127,0.003364312,3.2557193e-05
1026685415_0431cbf574.jpg,A black dog carrying something through the grass .,sadness,0.9926621,0.0045435247,0.9926621,0.0012848905,0.000865072,0.00064311275,1.2658556e-06
1026685415_0431cbf574.jpg,A black dog has a blue toy in its mouth .,sadness,0.84740967,0.027152274,0.84740967,0.09018392,0.029105114,0.005617,0.0005320628
1026685415_0431cbf574.jpg,A dog in grass with a blue item in his mouth .,anger,0.96281517,0.01100943,0.010645015,0.96281517,0.0019296819,0.013591142,9.502444e-06
1026685415_0431cbf574.jpg,A wet black dog is carrying a green toy through the grass .,joy,0.66544914,0.66544914,0.2646976,0.029092992,0.01869888,0.019990375,0.0020710637
1028205764_7e8df9a2ea.jpg,A man and a baby are in a yellow kayak on water .,joy,0.99356395,0.99356395,0.0054750005,0.0006069814,0.00018567812,0.00016721782,1.0802069e-06
1028205764_7e8df9a2ea.jpg,A man and a little boy in blue life jackets are rowing a yellow canoe .,fear,0.49612978,0.069470644,0.07916943,0.10505177,0.49612978,0.038505327,0.21167302
1028205764_7e8df9a2ea.jpg,A man and child kayak through gentle waters .,love,0.9618086,0.03731757,0.00021761867,0.00062247616,3.35337e-05,0.9618086,2.715375e-07
1028205764_7e8df9a2ea.jpg,A man and young boy ride in a yellow kayak .,joy,0.48162273,0.48162273,0.3531252,0.07814499,0.049918205,0.03379588,0.0033929655
1028205764_7e8df9a2ea.jpg,Man and child in yellow kayak,joy,0.4141197,0.4141197,0.409819,0.08611058,0.051231213,0.03545085,0.003268688
1030985833_b0902ea560.jpg,A black dog and a brown dog are jumping up to catch a red toy .,joy,0.8852618,0.8852618,0.082451984,0.014456366,0.00961316,0.007699323,0.0005173615
1030985833_b0902ea560.jpg,A black dog and a brown dog play with a red toy on a courtyard .,sadness,0.70461166,0.1434943,0.70461166,0.09198729,0.041233193,0.017070217,0.0016033238
1030985833_b0902ea560.jpg,A brown and black lab are outside and the black lab is catching a toy in its mouth .,joy,0.9950683,0.9950683,0.00424461,0.0003803815,0.00013924915,0.0001667176,6.528449e-07
1030985833_b0902ea560.jpg,Black dog snaps at red and black object as brown dog lunges .,joy,0.58752614,0.58752614,0.323874,0.036993645,0.023388242,0.025606144,0.0026118222
1030985833_b0902ea560.jpg,The Chocolate Lab jumps too late to get the toy as the Black Lab captures it in the driveway .,love,0.83649343,0.14350994,0.005716542,0.0094002765,0.0040507503,0.83649343,0.00082906167
103106960_e8a41d64f8.jpg,A boy with a stick kneeling in front of a goalie net,surprise,0.722164,0.07181793,0.017576423,0.01862083,0.122993894,0.046827026,0.722164
103106960_e8a41d64f8.jpg,A child in a red jacket playing street hockey guarding a goal .,joy,0.8875938,0.8875938,0.08072865,0.014163244,0.009415886,0.007590493,0.000507988
103106960_e8a41d64f8.jpg,A young kid playing the goalie in a hockey rink .,joy,0.96781254,0.96781254,0.024719946,0.0037535112,0.0020052881,0.0016506168,5.8139365e-05
103106960_e8a41d64f8.jpg,A young male kneeling in front of a hockey goal with a hockey stick in his right hand .,joy,0.8401863,0.8401863,0.11262393,0.021013562,0.014493206,0.010845365,0.00083769363
103106960_e8a41d64f8.jpg,"Hockey goalie boy in red jacket crouches by goal , with stick .",joy,0.9437167,0.9437167,0.041808747,0.0068718717,0.004067291,0.003366519,0.0001688748
103195344_5d2dc613a3.jpg,A man in black is sitting next to a modern art structure in front of a glass building .,joy,0.99703866,0.99703866,0.0026061733,0.00024549462,5.6273886e-05,5.342425e-05,1.4546481e-07
103195344_5d2dc613a3.jpg,A man sits and reads a newspaper by a sculpture outside of an office building .,joy,0.7499866,0.7499866,0.17058578,0.036044143,0.02512587,0.016709682,0.0015479614
103195344_5d2dc613a3.jpg,a man sits near a large statue .,joy,0.99180144,0.99180144,0.0068839802,0.00080365763,0.00026953017,0.00023946984,2.0270309e-06
103195344_5d2dc613a3.jpg,A man sitting in front of a metal sculpture in front of a building .,sadness,0.8689836,0.023821069,0.8689836,0.079444826,0.02313706,0.004292928,0.00032060978
103195344_5d2dc613a3.jpg,The man with the backpack is sitting in a buildings courtyard in front of an art sculpture reading .,sadness,0.7947179,0.037232023,0.7947179,0.11195247,0.044899657,0.009721239,0.0014767364
103205630_682ca7285b.jpg,A tent is being set up on the ice .,joy,0.6606833,0.6606833,0.22752099,0.05095383,0.035421833,0.02295107,0.0024689613
103205630_682ca7285b.jpg,Two men are about to enter an ice fishing tent on a snow covered lake .,joy,0.9951691,0.9951691,0.004166375,0.00043463922,0.000119548466,0.00010972791,5.151198e-07
103205630_682ca7285b.jpg,two men setting up a blue ice fishing hut on an iced over lake,sadness,0.87003493,0.023339486,0.87003493,0.079218656,0.022887893,0.004208847,0.0003102647
103205630_682ca7285b.jpg,"Two men , standing on an ice , looking into something covered with a blue tarp .",sadness,0.8632252,0.02425907,0.8632252,0.082821645,0.024732387,0.004595011,0.0003666428
103205630_682ca7285b.jpg,Two people standing outside a blue tent structure on a snowy surface .,sadness,0.486695,0.33944634,0.486695,0.088718265,0.04929774,0.032980658,0.0028618933
1032122270_ea6f0beedb.jpg,A woman crouches near three dogs in a field .,joy,0.50537884,0.50537884,0.33612138,0.07366061,0.04864695,0.032726727,0.0034654818
1032122270_ea6f0beedb.jpg,Three dogs are playing on grassy hill with a blue sky .,joy,0.7082148,0.7082148,0.19636771,0.04310799,0.030315645,0.019998241,0.0019955542
1032122270_ea6f0beedb.jpg,Three dogs are standing in the grass and a person is sitting next to them,fear,0.98321956,0.0036393662,0.0048250593,0.0038162044,0.98321956,0.0008882923,0.0036114461
1032122270_ea6f0beedb.jpg,Three dogs on a grassy hill,sadness,0.78526866,0.038857352,0.78526866,0.11571487,0.04794524,0.010500071,0.0017138516
1032122270_ea6f0beedb.jpg,Three dogs stand in a grassy field while a person kneels nearby .,sadness,0.9779677,0.014722408,0.9779677,0.0034556226,0.00200383,0.0018413465,9.061397e-06
1032460886_4a598ed535.jpg,a man is standing in front of a skyscraper,sadness,0.67203164,0.17198007,0.67203164,0.09194645,0.04263378,0.019621724,0.0017864556
1032460886_4a598ed535.jpg,A man stands in front of a skyscraper .,sadness,0.9887804,0.0066237934,0.9887804,0.0020246771,0.0015104767,0.0010572114,3.4389307e-06
1032460886_4a598ed535.jpg,A man stands in front of a very tall building .,joy,0.5967703,0.5967703,0.31904176,0.035390515,0.021982318,0.024463408,0.0023517227
1032460886_4a598ed535.jpg,Behind the man in a red shirt stands a large skyscraper .,joy,0.88701755,0.88701755,0.089823715,0.009069166,0.006042523,0.0076717427,0.00037542748
1032460886_4a598ed535.jpg,There is a skyscraper in the distance with a man walking in front of the camera .,sadness,0.68104756,0.16390803,0.68104756,0.09209236,0.042293545,0.018920656,0.0017378326
1034276567_49bb87c51c.jpg,A boy bites hard into a treat while he sits outside .,sadness,0.99125814,0.0053724805,0.99125814,0.0015629139,0.0010423854,0.0007622731,1.932992e-06
1034276567_49bb87c51c.jpg,A child biting into a baked good .,joy,0.65050364,0.65050364,0.23423068,0.052642252,0.036493223,0.02355839,0.002571776
1034276567_49bb87c51c.jpg,A small boy putting something in his mouth with both hands .,fear,0.49401733,0.06968422,0.07885266,0.10457634,0.49401733,0.03868347,0.21418598
1034276567_49bb87c51c.jpg,The boy eats his food outside at the table .,joy,0.99719477,0.99719477,0.0024734314,0.00023035203,5.1831954e-05,4.9459763e-05,1.2686505e-07
1034276567_49bb87c51c.jpg,The boy is eating pizza over a tin dish .,joy,0.9964939,0.9964939,0.0030653113,0.00029897795,7.3007875e-05,6.850388e-05,2.2508185e-07
104136873_5b5d41be75.jpg,People sit on the mountainside and check out the view .,love,0.6318142,0.22614826,0.0229963,0.02925007,0.038188197,0.6318142,0.05160302
104136873_5b5d41be75.jpg,Three people are on a hilltop overlooking a green valley .,joy,0.61259097,0.61259097,0.26053426,0.05791634,0.04012407,0.025826713,0.0030076846
104136873_5b5d41be75.jpg,Three people hang out on top of a big hill .,sadness,0.9757403,0.012675416,0.9757403,0.0045790332,0.004311269,0.002672603,2.1244661e-05
104136873_5b5d41be75.jpg,Three people overlook a green valley .,joy,0.65301317,0.65301317,0.23256668,0.052226122,0.036234036,0.023413228,0.0025468206
104136873_5b5d41be75.jpg,Three people rest on a ledge above the moutains .,joy,0.65247524,0.65247524,0.23291701,0.052316066,0.036292363,0.02344672,0.002552598
1042020065_fb3d3ba5ba.jpg,A boy in a green shirt is looking down at many inflatable boats .,joy,0.99122345,0.99122345,0.0073418976,0.00086976343,0.0002986398,0.00026382352,2.4070273e-06
1042020065_fb3d3ba5ba.jpg,A boy in a green shirt watches kayakers .,fear,0.62607306,0.052543357,0.08944198,0.111963436,0.62607306,0.024621036,0.09535703
1042020065_fb3d3ba5ba.jpg,A boy looks over a railing at the many boats and rafts below in the water .,sadness,0.75745356,0.09801201,0.75745356,0.09231715,0.037947264,0.012996677,0.001273437
1042020065_fb3d3ba5ba.jpg,A young boy overlooking a crowd of inflatable boats .,joy,0.6419952,0.6419952,0.2401586,0.054026768,0.037241813,0.023938436,0.0026391263
